ShellSortCiura almost sorted values 0-5;2286;5469;8877;12685;16576;20515;24515;29200;33684;38110;42492;46857;51301;55922;60568;65065;69556;74182;79035;83870;88997;94114;99112;104085;108987;113873;118788;123842;128856;133898;138869;143802;148711;153723;158646;163524;168453;173443;178423;183430;188516
ShellSortCiura reversed values 0-5;2000;4800;7800;11300;14800;18300;22145;26781;31325;35909;40484;45042;49620;54930;60235;65261;70353;75495;80764;86101;91583;95812;99028;102552;107918;113688;118970;125554;132544;138911;145662;153117;159347;164480;172383;177432;181394;185443;191496;195653;198301
ShellSortCiura values 0-4000;4180;10217;16978;24262;32058;39999;47974;56361;64860;73794;82426;91300;100728;109865;119114;128088;137584;146882;156510;166097;175997;185620;195564;205778;215836;225741;235945;246224;256306;266190;276625;287022;297395;308023;318771;328754;338676;349349;359861;370171;380498
ShellSortCiura sorted values 0-4000;2000;4800;7800;11300;14800;18300;21800;25800;29800;33800;37800;41800;45800;49800;53800;57800;61800;66000;70500;75000;79500;84000;88500;93000;97500;102000;106500;111000;115500;120000;124500;129000;133500;138000;142500;147000;151500;156000;160500;165000;169500
ShellSortCiura almost sorted values 0-4000;3503;8825;14650;21246;27949;34896;41932;49600;57375;65166;72979;80937;89082;97163;105133;113368;121519;129994;138677;147377;156148;164936;173803;182751;191475;200388;209415;218483;227339;236386;245217;254132;263242;272179;281071;289986;298838;307537;316194;324626;333093
ShellSortCiura reversed values 0-4000;3297;7714;12434;17489;22732;30110;33654;40132;43945;52417;56075;64588;73268;78206;84956;89058;96144;101427;107960;115825;122921;127746;135708;142375;147171;153675;160131;169559;175277;187524;198945;205811;213154;216790;226625;231360;237494;246089;255059;257909;264067
ShellSort values 0-5;3661;8318;13727;18479;23427;30701;35769;40828;51720;52041;63157;67432;76195;78832;85053;89771;100830;109818;108495;113816;132382;136968;141612;146992;164751;164165;171876;172241;183441;185507;196490;196076;212370;216702;218877;231521;233195;236414;242841;247011;325864
ShellSort sorted values 0-5;2500;6000;10500;14000;17500;24000;28000;32000;36000;40000;49500;54000;58500;63000;67500;72000;76500;81000;85500;90000;104900;110000;115000;120000;125000;130000;135000;140000;145000;150000;155000;160000;165000;170000;175000;180000;185000;190000;195000;200000;225400
ShellSort almost sorted values 0-5;2810;6776;11539;15695;19392;26255;30734;35682;41794;44575;54645;59244;65216;69157;74385;79485;85478;92781;94402;99348;115638;121044;125551;131142;139554;144093;150088;153234;160178;164322;173134;174805;182810;188752;192363;202209;203722;208355;213863;219050;262559
ShellSort reversed values 0-5;2500;6000;10500;14000;17500;24000;28438;34041;38886;43772;53740;58612;63051;68494;75529;81712;87478;92476;98051;103717;120554;127227;133512;139313;144572;149163;153281;160680;169350;177029;183669;190162;196383;202262;209257;214681;220972;228307;234162;240292;266814
ShellSort values 0-4000;5202;12686;19734;30201;36177;46721;55425;70286;93115;85413;101329;109036;132469;128995;141157;161660;170570;217763;186292;198165;236445;233938;240125;250311;283819;302619;303027;298324;319394;326145;430545;368644;383267;393380;396336;495045;425709;430008;443916;457350;953416
ShellSort sorted values 0-4000;2500;6000;10500;14000;17500;24000;28000;32000;36000;40000;49500;54000;58500;63000;67500;72000;76500;81000;85500;90000;104900;110000;115000;120000;125000;130000;135000;140000;145000;150000;155000;160000;165000;170000;175000;180000;185000;190000;195000;200000;225400
ShellSort almost sorted values 0-4000;4137;10672;16991;26188;30912;40700;48224;61921;73926;73660;88395;95287;113743;112889;121086;142672;145706;178751;160850;171509;205540;203770;208692;218689;237438;261704;260278;257937;271111;278111;370518;320908;323921;333795;337264;408665;360324;363428;374534;383487;675363
ShellSort reversed values 0-4000;4316;9401;16798;23807;28786;37532;44585;50518;59514;66665;79734;86528;92903;101564;108814;120943;127597;133646;141292;147190;170428;170898;178059;188701;196802;210781;217566;223273;233989;241035;260438;253387;262462;272870;291030;295790;304395;310473;316881;330786;366940
