Search;100;200;300;400;500;600;700;800;900;1000;1100;1200;1300;1400;1500;1600;1700;1800;1900;2000;2100;2200;2300;2400;2500;2600;2700;2800;2900;3000
NaiveSearch_binary;1435305;1423546;1439575;1422614;1436420;1421252;1420567;1567825;1600206;1578280;1692328;1610602;1581680;1438490;1439389;1448768;1583524;1588980;1478850;1402586;1412754;1421592;1408874;1430970;1433827;1420427;1435751;1400819;1371651;1381646
NaiveSearch_quaternary;931724;923228;875782;939581;942973;944805;951742;902234;952656;889269;921956;893771;891593;947635;933607;941520;952956;942568;938068;937830;933703;933790;936589;946175;926222;891961;928991;930851;917999;925953
SimpleKmpSearch_binary;1187847;1182312;1146989;1167478;1154091;1175032;1185006;1192689;1161362;1182732;1153815;1178458;1197279;1197352;1181473;1167960;1187563;1179831;1202648;1167335;1157239;1201724;1174591;1166954;1193439;1196879;1173304;1189390;1181818;1177091
SimpleKmpSearch_quaternary;921144;875742;874781;892223;889674;818555;891846;887395;890617;903762;895535;902948;883249;894255;934798;894930;883547;889760;903323;898026;895904;907650;837716;896869;922720;913437;908172;918578;913005;892632
AdvancedKmpSearch_binary;1078670;1175062;1141703;1167403;1278851;1323538;1191606;1143990;1179192;1189210;1191373;1192879;1165623;1186294;1213702;1211942;1192559;1230033;1174588;1107055;1210068;1219145;1224443;1229100;1224145;1233112;1147546;1250081;1252176;1253177
AdvancedKmpSearch_quaternary;823514;897224;808965;853157;849589;818952;872014;877670;816454;870687;888447;859663;916187;884946;891231;836940;898899;845183;845375;898694;898433;895532;897432;987477;952947;861041;939243;921765;916556;875017
